case_id,year,month,state,location,species,status,illnesses,hospitalizations,fatalities
427,1998,May,Florida,Restaurant,,,2,2.0,0.0
428,1998,May,Florida,Restaurant,,,2,2.0,2.0
429,1998,May,Florida,Restaurant,Bacillus cereus,Suspected,7,0.0,0.0
430,1998,May,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
431,1998,May,Florida,Restaurant,,,3,0.0,0.0
432,1998,May,Florida,Restaurant,Staphylococcus aureus,Suspected,3,0.0,0.0
433,1998,May,Florida,Restaurant,,,2,0.0,0.0
434,1998,May,Florida,Restaurant,,,2,0.0,0.0
435,1998,May,Florida,Restaurant,,,2,0.0,0.0
436,1998,May,Florida,Restaurant,,,2,0.0,0.0
437,1998,May,Florida,Restaurant,,,8,0.0,0.0
438,1998,May,Florida,,Clostridium perfringens,Suspected,2,0.0,0.0
439,1998,May,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
440,1998,May,Florida,Restaurant,,,3,1.0,0.0
441,1998,May,Florida,,Bacillus cereus,Confirmed,4,0.0,0.0
442,1998,May,Florida,Private Home/Residence,Ciguatoxin,Confirmed,6,4.0,0.0
443,1998,May,Florida,Restaurant,,,18,0.0,0.0
444,1998,May,Florida,Restaurant,Vibrio parahaemolyticus,Confirmed,7,0.0,0.0
445,1998,May,Georgia,,Cyclospora cayatenensis,Confirmed,17,,
446,1998,May,Georgia,,,,27,0.0,0.0
447,1998,May,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,2,0.0,0.0
448,1998,May,Hawaii,Restaurant,Staphylococcus aureus,Confirmed,15,0.0,0.0
449,1998,May,Hawaii,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
450,1998,May,Illinois,Restaurant,,,15,1.0,0.0
451,1998,May,Illinois,Restaurant,,,32,,
452,1998,May,Illinois,,Salmonella enterica,Confirmed,25,5.0,0.0
453,1998,May,Illinois,Restaurant,Norovirus genogroup I,Confirmed,25,0.0,0.0
454,1998,May,Illinois,Restaurant,,,36,0.0,0.0
455,1998,May,Illinois,Restaurant,,,13,0.0,0.0
456,1998,May,Indiana,Restaurant,Salmonella enterica,Confirmed,10,7.0,0.0
457,1998,May,Indiana,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,27,6.0,0.0
458,1998,May,Iowa,Restaurant,Norovirus genogroup II,Confirmed,51,0.0,0.0
459,1998,May,Kansas,Restaurant,,,4,0.0,0.0
460,1998,May,Kansas,Restaurant,,,5,0.0,0.0
461,1998,May,Kentucky,,Staphylococcus aureus,Confirmed,30,,
462,1998,May,Louisiana,Private Home/Residence,"Escherichia coli, Enteropathogenic",Confirmed,12,,
463,1998,May,Maine,Restaurant,,,5,0.0,0.0
464,1998,May,Maine,Restaurant,,,3,0.0,0.0
465,1998,May,Maryland,,,,2,,
466,1998,May,Maryland,Restaurant,Scombroid toxin,Confirmed,3,,
467,1998,May,Maryland,Restaurant,,,4,,
468,1998,May,Maryland,Restaurant,,,3,,
469,1998,May,Maryland,Restaurant,,,11,,
470,1998,May,Maryland,Restaurant,,,2,,
471,1998,May,Maryland,Grocery Store,,,4,0.0,0.0
472,1998,May,Maryland,Restaurant,,,3,,
473,1998,May,Maryland,Restaurant,Salmonella enterica,Confirmed,16,,
474,1998,May,Maryland,Restaurant,,,4,,
475,1998,May,Maryland,Restaurant,,,4,,
476,1998,May,Maryland,Restaurant,,,5,,
477,1998,May,Michigan,,,,2,,
478,1998,May,Michigan,Restaurant,,,2,,
479,1998,May,Michigan,,,,2,,
480,1998,May,Michigan,,,,2,,
481,1998,May,Michigan,Restaurant,,,3,,0.0
482,1998,May,Michigan,Restaurant,,,5,0.0,0.0
483,1998,May,Michigan,Restaurant,,,4,,0.0
484,1998,May,Michigan,Restaurant,,,15,,
485,1998,May,Michigan,,,,16,0.0,0.0
486,1998,May,Michigan,School/College/University,,,15,0.0,0.0
487,1998,May,Minnesota,Restaurant,,,3,0.0,0.0
488,1998,May,Minnesota,Restaurant,,,12,0.0,0.0
489,1998,May,Minnesota,Restaurant,Bacillus cereus,Confirmed,7,0.0,0.0
490,1998,May,Minnesota,Private Home/Residence,,,13,0.0,0.0
491,1998,May,Multistate,,Norovirus genogroup II,Confirmed,171,,
492,1998,May,Multistate,,"Escherichia coli, Shiga toxin-producing",Confirmed,34,10.0,0.0
493,1998,May,Multistate,Restaurant,Salmonella enterica,Confirmed,4,0.0,0.0
494,1998,May,Nebraska,Catering Service,,,30,0.0,0.0
495,1998,May,New Jersey,Camp,Staphylococcus aureus,Confirmed,39,0.0,0.0
496,1998,May,New Jersey,Catering Service,,,42,0.0,0.0
497,1998,May,New York,School/College/University,,,15,,
498,1998,May,New York,Prison/Jail,Chemical or toxin,Suspected,21,,
499,1998,May,New York,Catering Service,,,5,,0.0
500,1998,May,New York,Restaurant,,,4,0.0,0.0
501,1998,May,Ohio,Restaurant,,,2,0.0,0.0
502,1998,May,Ohio,Restaurant,,,2,0.0,0.0
503,1998,May,Ohio,,,,12,,0.0
504,1998,May,Oregon,Restaurant,,,20,0.0,0.0
505,1998,May,Oregon,Restaurant,,,9,0.0,0.0
506,1998,May,Pennsylvania,,Salmonella enterica,Confirmed,3,0.0,0.0
507,1998,May,Pennsylvania,,,,11,1.0,0.0
508,1998,May,South Dakota,Restaurant,,,10,0.0,0.0
509,1998,May,Tennessee,Restaurant,Salmonella enterica,Confirmed,264,12.0,0.0
510,1998,May,Texas,School/College/University,,,141,,
511,1998,May,Texas,,Clostridium perfringens,Confirmed,50,,
512,1998,May,Texas,,Vibrio parahaemolyticus,Confirmed,400,14.0,0.0
513,1998,May,Utah,Restaurant,Salmonella enterica,Suspected,4,0.0,0.0
514,1998,May,Virginia,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,8,,
515,1998,May,Virginia,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,5,,
516,1998,May,Washington,,,,51,0.0,0.0
517,1998,May,Washington,Private Home/Residence,Salmonella enterica,Confirmed,9,3.0,0.0
518,1998,May,Washington,Restaurant,,,2,0.0,0.0
519,1998,May,Washington,Restaurant,,,3,0.0,0.0
520,1998,May,Washington,Restaurant,,,10,0.0,0.0
521,1998,May,Wisconsin,,Norovirus genogroup I,Confirmed,15,0.0,0.0
522,1998,May,Wisconsin,School/College/University,Campylobacter jejuni,Confirmed,16,0.0,0.0
523,1998,June,Alaska,Private Home/Residence,Clostridium botulinum,Confirmed,3,3.0,0.0
524,1998,June,California,Restaurant,Salmonella enterica,Confirmed,16,1.0,0.0
525,1998,June,California,Restaurant,Vibrio parahaemolyticus,Confirmed,4,1.0,0.0
526,1998,June,California,Catering Service,,,100,0.0,0.0
527,1998,June,California,,"Escherichia coli, Shiga toxin-producing",Confirmed,8,2.0,0.0
528,1998,June,California,Restaurant,Norovirus genogroup II,Confirmed,93,0.0,0.0
529,1998,June,California,Restaurant,Scombroid toxin,Confirmed,3,0.0,0.0
530,1998,June,California,Restaurant,,,7,0.0,0.0
531,1998,June,California,Restaurant,,,11,0.0,0.0
532,1998,June,California,Restaurant,,,8,0.0,0.0
533,1998,June,California,Restaurant,,,17,1.0,0.0
534,1998,June,Colorado,Private Home/Residence,Clostridium perfringens,Suspected,13,,
535,1998,June,Florida,Restaurant,Staphylococcus aureus,Suspected,4,,
536,1998,June,Florida,Restaurant,Salmonella enterica,Suspected,3,1.0,0.0
537,1998,June,Florida,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
538,1998,June,Florida,Restaurant,,,2,0.0,0.0
539,1998,June,Florida,Restaurant,,,3,0.0,0.0
540,1998,June,Florida,Restaurant,,,2,0.0,0.0
541,1998,June,Florida,Restaurant,Clostridium perfringens,Suspected,5,0.0,0.0
542,1998,June,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
543,1998,June,Florida,Restaurant,,,2,0.0,0.0
544,1998,June,Florida,Restaurant,,,6,0.0,0.0
545,1998,June,Florida,Restaurant,,,2,0.0,0.0
546,1998,June,Florida,Restaurant,Bacillus cereus,Suspected,8,1.0,0.0
547,1998,June,Florida,Restaurant,,,3,0.0,0.0
548,1998,June,Florida,,Vibrio parahaemolyticus,Suspected,4,0.0,0.0
549,1998,June,Florida,Restaurant,,,2,0.0,0.0
550,1998,June,Florida,Restaurant,,,2,0.0,0.0
551,1998,June,Florida,Restaurant,Norovirus genogroup I,Suspected,11,0.0,0.0
552,1998,June,Florida,Restaurant,,,2,0.0,0.0
553,1998,June,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
554,1998,June,Florida,Restaurant,,,2,0.0,0.0
555,1998,June,Florida,Grocery Store,Salmonella enterica,Suspected,2,1.0,0.0
556,1998,June,Florida,Restaurant,Clostridium perfringens,Suspected,36,0.0,0.0
557,1998,June,Florida,Catering Service,Norovirus genogroup I,Suspected,24,0.0,0.0
558,1998,June,Florida,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
559,1998,June,Florida,Restaurant,Vibrio parahaemolyticus,Confirmed,11,0.0,0.0
560,1998,June,Georgia,Camp,,,3,,
561,1998,June,Guam,Private Home/Residence,,,3,,
562,1998,June,Hawaii,Private Home/Residence,Scombroid toxin,Confirmed,2,0.0,0.0
563,1998,June,Hawaii,,,,19,0.0,0.0
564,1998,June,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,3,0.0,0.0
565,1998,June,Hawaii,School/College/University,,,167,0.0,0.0
566,1998,June,Illinois,Restaurant,,,5,0.0,0.0
567,1998,June,Illinois,Private Home/Residence,,,17,0.0,0.0
568,1998,June,Illinois,Catering Service,"Escherichia coli, Enterotoxigenic",Confirmed,916,7.0,0.0
569,1998,June,Indiana,Catering Service,Staphylococcus aureus,Confirmed,27,0.0,0.0
570,1998,June,Kansas,Restaurant,,,3,1.0,
571,1998,June,Kansas,Restaurant,Campylobacter jejuni,Confirmed,6,0.0,0.0
572,1998,June,Kansas,Restaurant,,,24,0.0,0.0
573,1998,June,Louisiana,Catering Service,Clostridium perfringens,Confirmed,204,0.0,0.0
574,1998,June,Maine,Restaurant,,,3,,
575,1998,June,Maryland,Private Home/Residence,,,4,,
576,1998,June,Maryland,Private Home/Residence,Salmonella enterica,Confirmed,14,,
577,1998,June,Maryland,Restaurant,,,3,,
578,1998,June,Maryland,Restaurant,,,11,0.0,0.0
579,1998,June,Maryland,Restaurant,,,7,,
580,1998,June,Maryland,Restaurant,,,3,0.0,0.0
581,1998,June,Maryland,Restaurant,,,9,,
582,1998,June,Maryland,Restaurant,,,2,0.0,0.0
583,1998,June,Maryland,Restaurant,Norovirus genogroup I,Suspected,7,0.0,0.0
584,1998,June,Maryland,Restaurant,,,4,0.0,0.0
585,1998,June,Maryland,Restaurant,,,4,0.0,0.0
586,1998,June,Maryland,Private Home/Residence,,,4,0.0,0.0
587,1998,June,Massachusetts,Restaurant,Salmonella enterica,Confirmed,15,,
588,1998,June,Massachusetts,,Salmonella enterica,Confirmed,5,,
589,1998,June,Michigan,,,,2,,
590,1998,June,Michigan,Restaurant,,,6,,
591,1998,June,Michigan,,,,5,,
592,1998,June,Michigan,Restaurant,,,4,,
593,1998,June,Michigan,Restaurant,,,7,,
594,1998,June,Michigan,Restaurant,,,2,,
595,1998,June,Michigan,,,,3,,
596,1998,June,Michigan,Restaurant,Hepatitis A,Confirmed,3,3.0,0.0
597,1998,June,Minnesota,Restaurant,Salmonella enterica,Confirmed,9,0.0,0.0
598,1998,June,Minnesota,Catering Service,,,20,0.0,0.0
599,1998,June,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,7,0.0,0.0
600,1998,June,Minnesota,Restaurant,,,14,0.0,0.0
601,1998,June,Minnesota,Restaurant,Campylobacter jejuni,Confirmed,300,0.0,0.0
602,1998,June,Minnesota,Catering Service,,,10,0.0,0.0
603,1998,June,Missouri,Restaurant,,,4,4.0,0.0
604,1998,June,Missouri,Restaurant,,,8,0.0,0.0
605,1998,June,New Jersey,Nursing Home/Assisted Living Facility,Salmonella enterica,Confirmed,19,,2.0
606,1998,June,New Jersey,Private Home/Residence,,,18,0.0,0.0
607,1998,June,New Jersey,Catering Service,,,8,0.0,0.0
608,1998,June,New York,Private Home/Residence,,,4,,
609,1998,June,New York,,Scombroid toxin,Confirmed,28,,
610,1998,June,New York,,Salmonella enterica,Confirmed,5,,
611,1998,June,New York,Restaurant,Salmonella enterica,Confirmed,134,10.0,0.0
612,1998,June,New York,Restaurant,Scombroid toxin,Confirmed,2,1.0,0.0
613,1998,June,New York,Camp,,,10,,
614,1998,June,New York,Catering Service,,,20,1.0,0.0
615,1998,June,New York,Restaurant,,,16,1.0,0.0
616,1998,June,New York,Private Home/Residence,Salmonella enterica,Confirmed,4,3.0,0.0
617,1998,June,North Carolina,Restaurant,Vibrio parahaemolyticus,Confirmed,17,0.0,0.0
618,1998,June,Ohio,Restaurant,Salmonella enterica,Confirmed,49,2.0,0.0
619,1998,June,Ohio,Restaurant,,,5,0.0,0.0
620,1998,June,Ohio,,Salmonella enterica,Confirmed,22,3.0,1.0
621,1998,June,Ohio,Restaurant,Salmonella enterica,Confirmed,15,0.0,0.0
622,1998,June,Ohio,Restaurant,,,2,,0.0
623,1998,June,Ohio,Restaurant,,,55,0.0,0.0
624,1998,June,Ohio,Restaurant,,,2,0.0,0.0
625,1998,June,Ohio,Restaurant,,,6,0.0,0.0
626,1998,June,Ohio,Restaurant,,,2,,0.0
627,1998,June,Ohio,Restaurant,,,2,0.0,0.0
628,1998,June,Ohio,,Norovirus genogroup I,Confirmed,33,,
629,1998,June,Ohio,,,,19,,
630,1998,June,Ohio,,,,7,0.0,0.0
631,1998,June,Oklahoma,Restaurant,Vibrio parahaemolyticus,Confirmed,8,1.0,0.0
632,1998,June,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,6,1.0,0.0
633,1998,June,Pennsylvania,Private Home/Residence,,,12,0.0,0.0
634,1998,June,Pennsylvania,Private Home/Residence,,,10,0.0,0.0
635,1998,June,Texas,,"Escherichia coli, Shiga toxin-producing",Confirmed,23,,
636,1998,June,Texas,,Salmonella enterica,Confirmed,20,,
637,1998,June,Texas,Restaurant,,,2,,
638,1998,June,Washington,Restaurant,,,2,,
639,1998,June,Washington,Restaurant,,,2,0.0,0.0
640,1998,June,Washington,Restaurant,,,3,0.0,0.0
641,1998,June,Wisconsin,,"Escherichia coli, Shiga toxin-producing",Confirmed,47,10.0,0.0
642,1998,June,Wisconsin,Restaurant,,,7,0.0,0.0
643,1998,June,Wisconsin,,"Escherichia coli, Shiga toxin-producing",Confirmed,63,24.0,0.0
644,1998,June,Wisconsin,,Clostridium perfringens,Confirmed,40,0.0,0.0
645,1998,July,Arizona,Restaurant,Salmonella enterica,Confirmed,58,11.0,0.0
646,1998,July,California,Prison/Jail,Salmonella enterica,Confirmed,4,,
647,1998,July,California,Restaurant,,,20,,
648,1998,July,California,,,,12,0.0,0.0
649,1998,July,California,Prison/Jail,"Escherichia coli, Shiga toxin-producing",Confirmed,28,17.0,0.0
650,1998,July,California,,Salmonella enterica,Confirmed,32,3.0,0.0
651,1998,July,California,Restaurant,,,9,0.0,0.0
652,1998,July,California,Restaurant,Salmonella enterica,Confirmed,6,2.0,0.0
653,1998,July,California,Restaurant,,,7,0.0,0.0
654,1998,July,Colorado,Nursing Home/Assisted Living Facility,Virus,Suspected,13,,
655,1998,July,Colorado,Restaurant,Clostridium perfringens,Suspected,80,,0.0
656,1998,July,Colorado,Restaurant,Shigella boydii,Confirmed,10,3.0,0.0
657,1998,July,Colorado,Restaurant,Clostridium perfringens,Suspected,10,,0.0
658,1998,July,Colorado,Restaurant,Clostridium perfringens,Suspected,7,0.0,0.0
659,1998,July,Colorado,Restaurant,Vibrio parahaemolyticus,Confirmed,5,,
660,1998,July,Colorado,Restaurant,Salmonella enterica,Confirmed,12,,0.0
661,1998,July,Colorado,Catering Service,Virus,Suspected,25,,
662,1998,July,Colorado,Restaurant,Norovirus genogroup I,Suspected,34,,
663,1998,July,Connecticut,Restaurant,,,11,0.0,0.0
664,1998,July,Florida,Restaurant,Ciguatoxin,Suspected,10,,
665,1998,July,Florida,Restaurant,,,2,0.0,0.0
666,1998,July,Florida,,Salmonella enterica,Confirmed,8,0.0,0.0
667,1998,July,Florida,Restaurant,Scombroid toxin,Suspected,2,0.0,0.0
668,1998,July,Florida,Restaurant,Salmonella enterica,Confirmed,2,1.0,0.0
669,1998,July,Florida,Restaurant,,,3,0.0,0.0
670,1998,July,Florida,Restaurant,,,3,0.0,0.0
671,1998,July,Florida,Restaurant,,,5,1.0,0.0
672,1998,July,Florida,Restaurant,Scombroid toxin,Suspected,5,0.0,0.0
673,1998,July,Florida,Restaurant,Norovirus genogroup I,Suspected,62,0.0,0.0
674,1998,July,Florida,Restaurant,Clostridium perfringens,Confirmed,7,0.0,0.0
675,1998,July,Florida,Restaurant,,,429,35.0,0.0
676,1998,July,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
677,1998,July,Florida,Restaurant,,,2,0.0,0.0
678,1998,July,Florida,Restaurant,Clostridium perfringens,Suspected,12,0.0,0.0
679,1998,July,Florida,Restaurant,Clostridium perfringens,Suspected,4,0.0,0.0
680,1998,July,Florida,Restaurant,Staphylococcus aureus,Suspected,3,0.0,0.0
681,1998,July,Florida,,Ciguatoxin,Confirmed,18,0.0,0.0
682,1998,July,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,2,0.0,0.0
683,1998,July,Hawaii,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
684,1998,July,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,3,0.0,0.0
685,1998,July,Hawaii,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
686,1998,July,Illinois,Restaurant,Salmonella enterica,Confirmed,8,4.0,0.0
687,1998,July,Illinois,Restaurant,,,2,0.0,0.0
688,1998,July,Illinois,Restaurant,,,16,0.0,0.0
689,1998,July,Illinois,Catering Service,,,18,0.0,0.0
690,1998,July,Illinois,Restaurant,Shigella sonnei,Confirmed,7,0.0,0.0
691,1998,July,Illinois,Catering Service,,,10,0.0,0.0
692,1998,July,Illinois,Private Home/Residence,,,5,5.0,0.0
693,1998,July,Illinois,Camp,,,13,0.0,0.0
694,1998,July,Maine,,"Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0
695,1998,July,Maryland,Prison/Jail,Salmonella enterica,Confirmed,6,,
696,1998,July,Maryland,Restaurant,,,13,,
697,1998,July,Maryland,Restaurant,,,7,,
698,1998,July,Maryland,Restaurant,,,2,,
699,1998,July,Massachusetts,,Ciguatoxin,Confirmed,4,4.0,0.0
700,1998,July,Michigan,Restaurant,,,2,,
701,1998,July,Michigan,Restaurant,,,2,,
702,1998,July,Michigan,Restaurant,,,6,,
703,1998,July,Michigan,,,,2,,
704,1998,July,Michigan,,,,2,,
705,1998,July,Michigan,Camp,,,3,,
706,1998,July,Michigan,,,,3,,
707,1998,July,Michigan,Restaurant,,,9,,
708,1998,July,Michigan,,,,3,,
709,1998,July,Michigan,Restaurant,,,3,0.0,0.0
710,1998,July,Michigan,Restaurant,,,20,3.0,0.0
711,1998,July,Michigan,Restaurant,,,6,,
712,1998,July,Michigan,Catering Service,Bacillus cereus,Confirmed,19,,0.0
713,1998,July,Michigan,Restaurant,,,12,1.0,0.0
714,1998,July,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,6,0.0,0.0
715,1998,July,Mississippi,,Salmonella enterica,Confirmed,7,,
716,1998,July,Missouri,Restaurant,,,14,,
717,1998,July,Multistate,,Salmonella enterica,Confirmed,3,,
718,1998,July,Multistate,,Vibrio parahaemolyticus,Confirmed,23,,0.0
719,1998,July,Multistate,,Shigella sonnei,Confirmed,486,,
720,1998,July,Multistate,Private Home/Residence,Salmonella enterica,Confirmed,4,2.0,0.0
721,1998,July,Multistate,Restaurant,Salmonella enterica,Confirmed,5,0.0,0.0
722,1998,July,New Hampshire,,,,18,,
723,1998,July,New Jersey,Catering Service,,,8,0.0,0.0
724,1998,July,New York,,Hepatitis A,Confirmed,12,,
725,1998,July,New York,Restaurant,,,4,,
726,1998,July,New York,School/College/University,,,7,0.0,0.0
727,1998,July,New York,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
728,1998,July,New York,,Campylobacter unknown,Confirmed,3,,
729,1998,July,New York,Restaurant,Salmonella enterica,Confirmed,86,31.0,0.0
730,1998,July,North Carolina,,Scombroid toxin,Confirmed,3,,
731,1998,July,North Carolina,Restaurant,Scombroid toxin,Confirmed,2,,
732,1998,July,North Carolina,Restaurant,Scombroid toxin,Confirmed,12,,
733,1998,July,North Carolina,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,143,,
734,1998,July,Ohio,Restaurant,,,2,0.0,0.0
735,1998,July,Ohio,Restaurant,,,2,,
736,1998,July,Ohio,Restaurant,,,3,0.0,0.0
737,1998,July,Ohio,Restaurant,,,2,,
738,1998,July,Ohio,Private Home/Residence,Salmonella enterica,Confirmed,4,0.0,0.0
739,1998,July,Ohio,Restaurant,Norovirus genogroup II,Confirmed,5,,0.0
740,1998,July,Oklahoma,Prison/Jail,"Escherichia coli, Shiga toxin-producing",Confirmed,21,1.0,0.0
741,1998,July,Oregon,,Vibrio parahaemolyticus,Confirmed,2,,
742,1998,July,Oregon,,,,150,0.0,0.0
743,1998,July,Oregon,Grocery Store,,,36,0.0,0.0
744,1998,July,Oregon,Restaurant,,,8,1.0,0.0
745,1998,July,Pennsylvania,Private Home/Residence,,,43,0.0,0.0
746,1998,July,Pennsylvania,,Bacillus cereus,Confirmed,19,,
747,1998,July,Pennsylvania,Restaurant,,,15,0.0,0.0
748,1998,July,South Dakota,Private Home/Residence,Campylobacter jejuni,Confirmed,6,1.0,0.0
749,1998,July,Virginia,Catering Service,,,22,,
750,1998,July,Virginia,Restaurant,Staphylococcus aureus,Confirmed,10,0.0,0.0
751,1998,July,Washington,,Salmonella enterica,Confirmed,30,,
752,1998,July,Washington,Restaurant,,,2,0.0,0.0
753,1998,July,Washington,Restaurant,,,4,0.0,0.0
754,1998,July,Washington,,Vibrio parahaemolyticus,Confirmed,2,0.0,0.0
755,1998,July,Washington,Restaurant,,,2,0.0,0.0
756,1998,July,Washington,Restaurant,,,7,0.0,0.0
757,1998,July,Wisconsin,Private Home/Residence,Mycotoxins,Confirmed,2,2.0,0.0
758,1998,July,Wisconsin,Restaurant,,,12,0.0,0.0
759,1998,July,Wisconsin,Private Home/Residence,,,13,0.0,0.0
760,1998,July,Wisconsin,,,,16,0.0,0.0
761,1998,August,California,Restaurant,,,12,,
762,1998,August,California,Restaurant,Salmonella enterica,Confirmed,16,0.0,0.0
763,1998,August,California,Restaurant,,,4,1.0,0.0
764,1998,August,California,Restaurant,,,42,0.0,
765,1998,August,California,Restaurant,Salmonella enterica,Confirmed,4,0.0,0.0
766,1998,August,California,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0
767,1998,August,California,,,,20,0.0,0.0
768,1998,August,California,,,,45,5.0,0.0
769,1998,August,California,,,,13,0.0,0.0
770,1998,August,California,,Shigella boydii,Confirmed,40,0.0,0.0
771,1998,August,California,,Salmonella enterica,Confirmed,200,4.0,0.0
772,1998,August,Colorado,Catering Service,Clostridium perfringens,Suspected,25,0.0,0.0
773,1998,August,Connecticut,Restaurant,Salmonella enterica,Confirmed,5,0.0,0.0
774,1998,August,Florida,Restaurant,,,2,0.0,0.0
775,1998,August,Florida,Private Home/Residence,Chemical or toxin,Suspected,2,0.0,0.0
776,1998,August,Florida,Restaurant,Scombroid toxin,Suspected,3,0.0,0.0
777,1998,August,Florida,School/College/University,,,644,0.0,0.0
778,1998,August,Florida,Restaurant,,,2,0.0,0.0
779,1998,August,Florida,Restaurant,,,15,1.0,0.0
780,1998,August,Florida,Restaurant,,,3,0.0,0.0
781,1998,August,Florida,Private Home/Residence,Ciguatoxin,Suspected,2,,
782,1998,August,Florida,Restaurant,,,2,0.0,0.0
